-1.801391      2.018835 
-0.864479      2.446131 
-0.550653      2.317269 
-0.984609      1.970758 
-0.075664      2.333448 
-0.305729      1.936675 
0.103582      2.080800 
2.451520      2.347899 
1.950589      2.435174 
0.241908      2.368392 
-0.465989      2.446383 
0.807169      2.202876 
-0.166981      2.442546 
2.133856      2.480340 
2.303785      2.050372 
0.104141      2.556817 
-0.283102      2.431176 
3.027162      2.219608 
0.150334      2.131407 
2.538395      2.478566 
0.560420      2.486486 
0.271534      2.370204 
2.049412      2.297117 
0.449190      2.056849 
4.208954      2.224293 
0.515319      2.243287 
2.900468      2.242987 
1.962313      2.332463 
1.195266      2.435983 
1.675576      2.266937 
3.717221      2.705213 
2.622522      2.379140 
5.082315      2.644969 
3.210572      2.486441 
2.775723      2.328345 
4.908212      2.512525 
2.104599      2.217644 
3.203421      2.263880 
2.393356      2.390819 
2.368456      2.462205 
3.834999      2.376085 
5.441657      2.596155 
4.052426      2.644869 
2.827174      2.238666 
6.323691      2.825804 
5.681135      2.727288 
6.122059      3.033663 
4.180070      2.262234 
2.891728      2.131676 
5.546961      2.785746 
5.280607      2.725365 
5.795588      2.772646 
6.641110      2.740397 
4.897174      2.629729 
7.219673      3.069531 
5.554649      2.816375 
6.611382      2.924874 
7.148560      2.983708 
5.852987      2.872214 
6.194222      2.910100 
5.583008      3.009470 
7.546296      3.379740 
8.011609      3.083671 
8.165918      3.186588 
6.377946      2.681973 
7.220300      3.476824 
5.609342      2.450174 
8.402147      3.097807 
7.135219      3.320744 
5.582138      3.098050 
5.768545      3.187970 
6.518340      3.106878 
6.881910      3.070512 
5.791565      2.892837 
6.270005      2.427199 
9.045820      3.552075 
8.112169      3.588859 
8.060444      3.000128 
6.446667      2.851223 
6.701493      3.359512 
8.098101      3.196096 
8.169339      3.268108 
10.095156      3.283468 
9.992238      3.410488 
9.518710      3.366485 
9.771164      3.374596 
10.379745      3.724904 
8.645940      3.480124 
7.336833      3.196864 
8.019080      3.249307 
10.874540      3.402941 
9.776402      3.443195 
10.573573      3.209680 
7.583911      2.943033 
9.022963      3.453041 
8.375547      3.392214 
10.081428      3.652475 
9.661506      3.470679 
8.340204      3.438148 
9.646393      3.550683 
9.144725      3.744331 
10.732278      3.387737 
10.873205      3.461692 
10.696095      3.351435 
8.630534      3.262222 
10.809364      3.196910 
9.382851      3.814475 
9.319837      2.983609 
10.563286      3.566289 
9.747298      3.304852 
9.462779      3.737632 
12.413588      2.737933 
12.425388      2.959113 
12.493115      2.812918 
13.058257      3.067173 
11.307589      3.157504 
12.763846      3.200476 
9.815155      3.592841 
13.066736      3.317833 
10.190481      3.475754 
10.084879      3.683658 
10.557522      3.588618 
13.095010      2.820966 
12.884334      2.750092 
11.229476      3.327246 
11.414987      3.007615 
14.147063      2.729034 
14.123990      2.684157 
10.924403      3.359537 
13.974022      3.309657 
13.294851      2.666193 
14.580045      2.857129 
14.926999      2.856073 
12.447913      3.433270 
14.769871      2.475478 
14.588982      2.873293 
12.203954      3.114737 
13.930349      2.773597 
13.727544      2.735998 
13.861768      2.646636 
13.350025      2.638796 
12.314110      3.041991 
13.801845      3.055856 
15.966672      2.719141 
13.437033      3.002241 
14.724974      2.532764 
16.552320      2.625736 
16.328922      2.540281 
16.447278      2.618918 
14.301180      2.813217 
13.533887      2.882996 
15.258968      2.316656 
14.718382      2.897620 
13.883181      2.508795 
13.489480      2.744274 
14.544289      2.810780 
15.662007      2.226158 
14.497868      2.944194 
17.420853      2.140039 
14.384633      2.542645 
17.601992      2.486139 
14.198965      3.338386 
16.736280      2.406032 
17.109244      2.255029 
16.434085      2.155123 
16.467963      2.419019 
18.265684      2.361829 
15.952493      2.413243 
15.122051      2.882660 
18.195103      2.255678 
17.128293      2.598568 
17.325444      2.499701 
15.537645      2.707765 
17.459655      2.352476 
15.800190      2.382300 
16.772997      2.152388 
16.248440      2.177390 
16.596651      2.055584 
19.726407      2.396494 
18.315980      2.159112 
18.777434      2.442542 
16.131932      2.112711 
19.085605      2.269856 
18.351802      2.045896 
19.919049      2.359568 
17.202849      2.642001 
20.581459      2.288609 
16.954956      2.333506 
17.019127      2.715524 
20.085179      2.199057 
20.879668      1.846404 
18.283019      2.144732 
17.596080      2.437208 
20.261880      2.064368 
18.885254      2.132120 
19.457566      2.566805 
19.893651      1.974449 
19.701218      2.472016 
19.699510      2.103455 
20.307869      2.436687 
